timestamp;USD-EUR;USD-GBP;USD-CHF;EUR-USD;EUR-GBP;EUR-CHF;GBP-USD;GBP-EUR;GBP-CHF;CHF-USD;CHF-EUR;CHF-GBP;USD-PLN;EUR-PLN;GBP-PLN;CHF-PLN
02.05.2019;0.891901534;0.766410988;1.018462362;1.1212;0.8593;1.1419;1.304782963;1.163737926;1.328872338;0.981872318;0.875733427;0.7525177340000001;3.817338566;4.28;4.980798323999999;3.748139067
03.05.2019;0.896458987;0.769027342;1.020439265;1.1155;0.85785;1.1383;1.300343883;1.16570496;1.3269219559999998;0.979970131;0.8785030309999999;0.753623825;3.841595697;4.2853;4.995395465;3.764649038
04.05.2019;0.896458987;0.769027342;1.020439265;1.1155;0.85785;1.1383;1.300343883;1.16570496;1.3269219559999998;0.979970131;0.8785030309999999;0.753623825;3.841595697;4.2853;4.995395465;3.764649038
05.05.2019;0.896458987;0.769027342;1.020439265;1.1155;0.85785;1.1383;1.300343883;1.16570496;1.3269219559999998;0.979970131;0.8785030309999999;0.753623825;3.841595697;4.2853;4.995395465;3.764649038
06.05.2019;0.892936869;0.763193142;1.018215912;1.1199;0.8547;1.1403;1.31028431;1.17000117;1.334152334;0.982109971;0.8769622029999999;0.749539595;3.8246271989999996;4.2832;5.011349011;3.756204508
07.05.2019;0.894054537;0.7657130090000001;1.020563254;1.1185;0.85645;1.1415;1.305972328;1.167610485;1.332827369;0.979851073;0.8760402979999999;0.750284713;3.832096558;4.2862;5.0046120610000004;3.754883925
08.05.2019;0.892697733;0.7685681129999999;1.018300304;1.1202;0.86095;1.1407;1.301120855;1.161507637;1.324931761;0.9820285790000001;0.876654686;0.7547558520000001;3.83074451;4.2912;4.984261572;3.761900587
09.05.2019;0.893415528;0.769409452;1.017600286;1.1193;0.8612;1.139;1.299698096;1.16117046;1.322573154;0.9827041259999999;0.8779631259999999;0.756101844;3.8357902260000003;4.2934;4.985369252;3.769446883
10.05.2019;0.89047195;0.768032057;1.013178985;1.123;0.8625;1.1378;1.3020289859999998;1.15942029;1.3191884059999999;0.986992442;0.8788890840000001;0.758041835;3.825467498;4.296;4.980869565;3.7757075060000003
11.05.2019;0.89047195;0.768032057;1.013178985;1.123;0.8625;1.1378;1.3020289859999998;1.15942029;1.3191884059999999;0.986992442;0.8788890840000001;0.758041835;3.825467498;4.296;4.980869565;3.7757075060000003
12.05.2019;0.89047195;0.768032057;1.013178985;1.123;0.8625;1.1378;1.3020289859999998;1.15942029;1.3191884059999999;0.986992442;0.8788890840000001;0.758041835;3.825467498;4.296;4.980869565;3.7757075060000003
13.05.2019;0.889284126;0.7678968429999999;1.006580703;1.1245;0.8635;1.1319;1.302258251;1.1580775909999999;1.310828026;0.99346232;0.883470271;0.762876579;3.828190307;4.3048;4.985292415;3.8031628239999997
14.05.2019;0.8907892390000001;0.772519152;1.007215393;1.1226;0.86723;1.1307;1.294466289;1.1530966409999999;1.303806372;0.9928362959999999;0.8844078890000001;0.766985054;3.835827543;4.3061;4.965349446;3.808348811
15.05.2019;0.8942144329999999;0.77635697;1.008316194;1.1183;0.8682;1.1276;1.2880672659999999;1.151808339;1.298779083;0.991752395;0.886839305;0.7699538840000001;3.853527676;4.3094;4.963602857;3.8217453000000003
16.05.2019;0.8926180490000001;0.7807105240000001;1.009193966;1.1203;0.8746299999999999;1.1306;1.2808844879999999;1.143340613;1.292660897;0.990889793;0.8844861140000001;0.77359809;3.8348656610000003;4.2962;4.91201994;3.799929241
17.05.2019;0.89509488;0.78405836;1.009935553;1.1172;0.87595;1.1283;1.275415263;1.141617672;1.28808722;0.9901621909999999;0.8862891079999999;0.7763449440000001;3.8516827780000003;4.3031;4.912495005;3.813790659
18.05.2019;0.89509488;0.78405836;1.009935553;1.1172;0.87595;1.1283;1.275415263;1.141617672;1.28808722;0.9901621909999999;0.8862891079999999;0.7763449440000001;3.8516827780000003;4.3031;4.912495005;3.813790659
19.05.2019;0.89509488;0.78405836;1.009935553;1.1172;0.87595;1.1283;1.275415263;1.141617672;1.28808722;0.9901621909999999;0.8862891079999999;0.7763449440000001;3.8516827780000003;4.3031;4.912495005;3.813790659
20.05.2019;0.895495657;0.784633295;1.008596758;1.1167;0.8762;1.1263;1.2744807120000001;1.141291943;1.285437115;0.991476516;0.8878629140000001;0.777945485;3.847765738;4.2968;4.903903218;3.814969369
